author	essay_title	essay_text
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Finally awakened to these implications, Hyonjong investigated and emerged outraged and hurt. The monarchs rage finally succeeded in suppressing official resistance. The period of Queen Dowager Chaŭis mourning for Hyojongs wife was changed to one year.⁵⁹ Hyonjong began to assert monarchical authority by punishing the Sõin bureaucrats, but his death only a month after he had reversed the decision left a more effective assertion of royal power to his only son, Sukchong (r. 1674-1720).⁶⁰
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The Rhetoric and the Symbols of the Ritual ControversyOne reason the controversy over the mourning rituals for Hyojong has confounded modern scholars is the discrepancy between the appearance and the meaning of the rhetoric of the controversy. Indeed, the dispute cannot be explained in terms of any of the usual factors generating royal politics. This was not a succession struggle or a contest of power between the heirs of Hyojong and those of Prince Sohyon. Nonetheless, there were certain anomalies in the circumstances under which Prince Sohyon had died and the line was transferred to Hyojong. In fact, there are intimations that a much larger political force was at work. Both Crown Prince Sohyon and his younger brother Hyojong, then known as Prince Pongnim, were taken hostage in 1637 by Ching Tai-tsung when he invaded Korea. They spent most of their eight-year captivity in Shenyang, the Manchu capital, until the Manchu court moved to Beijing in 1644. In 1645, the Manchus sent the two Korean princes home. Prince Sohyon was the first to arrive. He returned in the second month of 1645 and died two months later. Hyojong arrived in the fifth month, a month after his brothers death, and was appointed heir apparent within two months of his arrival. Prince Sohyons sudden death so soon after his return, allegedly of symptoms that resembled poisoning, led to suspicions of foul play.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	A source no less official than the *Sillok* itself enters into a long chain of speculations on Sohyons death. It implicates Lady Cho, King Injos favorite, as the probable culprit in Prince Sohyons murder, but pointedly absolves Injo of any part in or knowledge of schemes leading to his sons death.⁶¹ This exculpatory attitude toward Injo is not uniformly shared. The modern historian Kim Yongdõk, for instance, argues that King Injo committed the murder out of anger and displeasure with his sons pro-Ching stance. Kim pursues this logic to explain Injos choice of Prince Pongnim as heir apparent and his relentless persecution of Prince Sohyons family. Injo never forgot the humiliation he had suffered when he had to kneel abjectly before Ching Tai-tsung. His younger sons fierce anti-Ching sentiments, which seem to have developed during his long years of captivity, warmed his fathers heart.⁶² But despite the obvious differences between King Injos and Prince Sohyons outlook and the effects these might have had on their relationship, there is also evidence of considerable affection between them,⁶³ sufficient, in fact, to make intimations of filicide dubious.⁶⁴
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Nonetheless, Injos treatment of Sohyons family and allies was extremely harsh. His persecution of his sons family began soon after the appointment of Hyojong as heir. The four Kang brothers, the brothers of Sohyons wife, were the first to suffer. They were first banished and later tortured to death while being tried for treason.⁶⁵ In early 1646, Princess Kang, Sohyons wife, was deprived of her royal title and executed. Subsequently her property was confiscated.⁶⁶ In 1647, Sohyons three sons, then age twelve, eight, and four, respectively, were banished. In 1648, the two older ones died.⁶⁷ All of this seems far too severe to be interpreted solely as steps to ensure a smooth transfer of the line from the previous heir to the new one. Had this been Injos aim, he succeeded only too well. Sohyons line was completely stripped of any political influence it might once have possessed. When Hyojong ascended the throne in 1649, he could afford to display royal magnanimity and released from banishment his older brothers surviving son, Sökkyon, who, isolated and diminished in status, posed no threat to the reigning line of the royal house.⁶⁸
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Did the Soins assessment of Hyojongs filial rank in the ritual controversy represent disaffection with Hyojong? As noted above, Song Chungil had urged King Injo, after Sohyons death in 1645, to appoint the dead princes oldest son as heir-apparent.⁶⁹ Then when Hyojong died in 1659, the Sõin made an unflattering assessment of his birth credentials. One might conclude that there had been some strain between the Soin and Hyojong. But Hyojong was generally well liked, and his most enthusiastic supporters were the Soin. This is hardly surprising-they shared Hyojongs fervent anti-Ching ideology. The Sõin retained their power during Hyojongs reign and had every reason to believe that they would continue to do so under the new king, Hyojongs son, and indeed they did.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The rapport between Hyojong and the Soin is exemplified by the close relationship between the king and Song Siyol and Song Chungil, the undisputed leaders of the Soin. The two Songs, renowned for their scholarship in the Chu Hsi school of orthodoxy, were what was known as *sallim* scholars (literally, scholars of the mountains and forests), who, unlike professional officials who entered the bureaucracy by passing the civil service examinations, abjured examinations and official careers and only periodically accepted public posts at royal invitation.⁷⁰ Both Songs enjoyed the prestige and high esteem accorded to only a few scholars, and their luster was derived, at least in part, from their independence.⁷¹ Song Siyol, the more forceful and influential of the two, for instance, accepted the post of tutor to the young Prince Pongnim in 1635, but after the Choson court capitulated to the Manchus in 1637, he declared it disgraceful to serve in office in such times of humiliation and lived in retirement, refusing all posts. Only Hyojongs staunchly anti-Ching policies and his repeated pleas that they plan together to avenge the humiliation persuaded Song to re-enter the bureaucracy.⁷²
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	In early 1659, a few months before Hyojong died, he granted Song the rare honor of a solitary audience (toktae), in violation of Choson custom, which required that all royal audiences with officials be conducted in the presence of historians to record the proceedings.⁷³ What we know of this tête-à-tête derives from Song Siyols account of it. Song claims that Hyojong expressed great confidence and resolve in his ability to launch an expedition to conquer the Manchus in ten years and requested Songs cooperation.⁷⁴ Very few unaccompanied audiences are recorded in Choson history, and these are seen as displaying extraordinary royal trust in the persons to whom they were granted.⁷⁵ The view that Song Siyols relationship with Hyojong was one of personal respect and ideological affinity seems to have been prevalent. Upon Hyojongs death, Song was chosen to write his funerary epitaph.⁷⁶ Later, after the passions of the ritual controversy had died down, Song Siyol was posthumously enshrined in Hyojongs ancestral temple, an honor bestowed upon only a few of the kings most loyal officials.⁷⁷ It seems unlikely that the Soins position on Hyojong connoted personal or political disaffection.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	What, then, were the issues that were so fiercely contested in the controversy? Phrased in the technical language and rhetoric of the mourning ritual, there were several major points of conflict. The first and most central issue was a new definition of the ruler. This developed in two different contexts. One was the question of how to understand the position of the royal house vis-à-vis the yangban family. The two Songs on the one hand and Ho Mok and Yun Hyu on the other disagreed on whether the royal family was to be governed by the same set of ritual rules as the yangban family or by a different set of rules in recognition of its special status. Was the royal family *primus inter pares* or *sui generis*?
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	This question was related to the complex processes through which the Confucianization of Choson Korean society proceeded. Both the Confucian normative system and Korean native custom influenced this process. The Yi royal familys role in this social transformation was ambiguous. On the one hand, the royal family, especially the king, pioneered and exemplified the rigors of Confucian ritual. For example, in 1517 King Chungjong (r. 1506-44) became the first king to induct his bride as prescribed by Chu Hsis *Family Ritual*.⁷⁸ Afterward this became the norm for weddings in the royal family.⁷⁹ This stood in contrast to wedding practices among yangban families, which retained a great deal of indigenous custom.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	On the other hand, the royal family did not abide by the rules governing the patrilineal descent group. The patrilineal descent group, which had become the norm for the yangban class by the seventeenth century, incorporated succession through the eldest legitimate son and the marginalization of children by concubines; these were practices new to Korea. As Martina Deuchler shows, however, these practices contained uniquely Korean elements, distinct from contemporary Chinese practice. When the eldest son was incapacitated or had no heir, for instance, the line was not transferred to a younger brother, but continued through an adopted heir of the eldest son.⁸⁰ The children of concubines, no matter how illustrious their fathers pedigree may have been, were not even considered full-fledged yangban. They were discriminated against in both the public and the private spheres.⁸¹ Despite their Korean elements, these practices were seen as the quintessence of Confucian norms.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	With its concerns for bloodline and ability, however, the royal succession did not follow the strict rules of the patrilineal descent group. It remained rather flexible concerning the rules of succession, and even concubines children were not necessarily excluded.⁸² Song Siyols assessment of Hyojong, the most stringent of all possible interpretations, reflected the standards of contemporary yangban families. In contrast, Ho Mok reasoned that since Hyojong had been a reigning monarch, he should be accorded the status of successor. In other words, the royal succession was a special case and had to be evaluated by a separate rule.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The second point of disagreement concerning the ruler, which developed between Yun Hyu and the others, was over the separation between the state and the royal house. Should the king always be treated as the head of the state, or should he, in matters concerning his relationship to his family, be treated as a member of a family bound by family rules and ritual? The relationship between the state and the royal house is an extremely intriguing question, but much remains to be done on this topic.⁸³ During the Choson dynasty, those ritual activities of the ruler that were deemed public were classified as state rituals. Some of the ceremonial activities of the king and his family were also classified as state rituals.⁸⁴ The kings ceremonial relationship to his legal mother, for instance, was seen in a public light since two public personages, the king and the queen mother, were involved. Since filiality ranked first among human relationships and since the proper exhibition of it was regarded as the foundation of the social order, royal filiality was in most instances seen as contributing to public order.⁸⁵ What is of interest in Yun Hyus argument is his proposal for a complete separation between the state and the royal house. In this scheme, the king was to be treated as the head of the state even by members of his family, who then became his subjects, and this was to be upheld on all occasions of an even slightly public nature. This is not merely a matter of granting a special status to the royal house; rather, it is one of acknowledging the purely public nature of the state and the sovereign. Here Yun was advancing a new definition of the public and private spheres and a new concept of the relationship between the two spheres.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The more fundamental aspect of this contentious discourse was that it unfolded in an atmosphere of total confusion concerning structures of authority. The participants in the controversy did not agree on the standards by which questions concerning the throne could be evaluated and decided. Not only did they dispute which text and which interpretations should be accepted as authoritative, but their points of departure also seem to have been very different. Although all four of the principal scholars in the controversy cited the *Ceremonials and Rites*, Song Siyol accepted only those commentaries approved by Chu Hsi. He disputed Hõ Moks argument on the grounds that it was based on Chia Kung-yens commentary, which had not been validated by Chu Hsi. Song was also willing to concur with the prime ministers suggestion that the decision on Hyojongs mourning be based on the Korean legal code, because the *Ming Legal Code* stipulated the same observance. Song Siyol followed Chu Hsi orthodoxy and the Ming social and legal structures, which he considered consistent with it. In contrast, Ho Mok and Yun Hyu argued from a perspective that would enhance the prestige of the Korean ruler. To them, Chu Hsis failure to validate Chia Kung-yens commentary was irrelevant, and Yun rejected the National Code not because it was Korean but because it was written for the yangban family and was thus inapplicable to the throne.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	A related issue, raised in a much more subtle and implicit manner, was the question of the agency for conferral of authority. With the demise of the Ming dynasty, which had functioned as the signatory of the civilized order, an external agency no longer existed. Should, then, a domestic agency be empowered to evaluate and render judgments on royal legitimacy and, if so, who?
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The Demise of the Old OrderThe ritual controversy was embedded in the contemporary political and intellectual communitys anxiety over the Korean state, which was to a large extent triggered by changes in the international situation in the seventeenth century. In response to the realignments of the power structure in Northeast Asia, Koreans had to redefine the contours of the world order, including their territorial and conceptual mapping of the boundaries between civilization and barbarity, and between self and other. This impinged directly upon the political and cultural identity of the state. While the Ming dynasty reigned in China, the Sino-Korean relation was defined largely in terms of a convergence between the political and the cultural spheres and a harmony between self and the fellow members of the civilized world. Ming China reigned at the center of this civilized world. The Korean relationship with Ming China was presented in terms of a special affinity: both had reclaimed their respective native traditions after a century of Mongol domination, and both subscribed to the Neo-Confucian conception of the world. Koreans regarded the Ming as worthy leaders of the civilized world. True, there was tension between these two neighboring countries of such unequal strength and status-Korea was only one-fortieth the size of China and had to accept its status as a tributary state. The relation was especially tense in the early period. But, as Choson Koreans began to feel more confident of their Confucian culture, they claimed to be the more authentic heirs of Sung Neo-Confucianism and even strongly disapproved of philosophical developments in Ming China.⁸⁶
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The potential and, at times, real, conflicts with China in the political sphere, and Koreans ideological disapproval of Ming scholarship, however, were for the most part subsumed under the rhetoric of a shared commitment to Confucian civilization. The Ming investiture of the Korean king, which was formalized from the reign of the third Choson king, was seen as a signifier of the peaceful relationship between the two countries. Within this framework, Korea maintained a military establishment more to keep order within the country than to expel foreign incursions. Koreans saw their relationship to China as more than a political arrangement; it was a confirmation of their membership in Confucian civilization. This alliance seems to have provided Koreans with a sense of security in the face of a vast array of menacing forces surrounding the civilization of which Korea and China were a part. The main threats were barbarians in Manchuria and the northern steppes whom Koreans and Chinese hoped to contain, thereby sustaining peace and security.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	This seems to have worked for 200 years. This sense of security, however, began to erode in the last decade of the sixteenth century. The first event that undercut it was the totally unexpected invasion from Japan in the 1590s. It was not that Korea ignored her neighbors across the Sea of Japan. Korean foreign relations were by no means linear. Besides Ming China, Korea also had diplomatic and trade relations with other countries, including Japan and the Ryukyus.⁸⁷ Japanese pirates posed a serious problem on Korean shores, as they had in the late Koryo and the early Choson period, but until Hideyoshis invasion Korea had not experienced a massive invasion of inland areas by Japan. Thus, Japan had not figured prominently in the spectrum of national security threats. The Japanese invasion not only took a large toll of lives and had a devastating effect on the economy, but also challenged the long-standing assumption that national defense depended on securing the northern border. Even after peace was restored between the two countries, suspicion and unease remained an undercurrent in Koreas subsequent relations with Japan and a source of insecurity.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The demise of the Ming seems to have created a sense of doom, a sense that the world as they knew it had come to an end and that if they did not wish to be swept away by this whirlwind of disorder, they had to construct a new episteme with which they could understand and conceptualize the changed world order. During the war with Japan, Ming China had sent troops to Korea, thus confirming their mutual commitment against outside threats. This had deepened the Korean sense of kinship with Ming China. Koreans saw the Manchu conquest of Ming China as nothing less than a barbarian usurpation of the center of civilization. As far as they were concerned, the world was in shambles. They felt that they had to construct a wholly different notion of their state and their relationship to civilization.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Their response consisted of two closely related components. One was a redrawing of the territorial and conceptual boundaries of civilization and barbarity. Korea no longer conceived of itself as a part of a larger civilized order, but as a lone entity whose survival as a culture required a separation from the larger, corrupt order that prevailed externally. The Korean state thus had to be its own center. This task was felt to be urgent and yet complex, because despite the Korean contempt for the barbarian Ching, Korea had to remain politically and ritually subservient to it. Korea resisted entering into this relation with the Manchus as long as it could. As part of the Manchus bid for rule of China, it was important for them to acquire the same symbolic recognition of superior status from their neighbors as the Ming had, and they invaded a recalcitrant Korea to exact the recognition they desired on two occasions, in 1627 and in the winter of 1636-37, the latter of which resulted in a disastrous defeat for Korea.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	In 1645, relations between the two countries assumed somewhat normal proportions. Korea performed rituals symbolizing its status as a tributary state of the Ching just as it had done during the Ming dynasty.⁸⁸ These rituals, however, signified something completely different-the unbelievable reality of barbarian dominance of China, the demise of civilization at its very center, and a disrupted world order.⁸⁹ Had Koreans been able to cut themselves off from the China-centered world order altogether now that China had become barbarian, the situation could have been far less complex. As it was, Choson Korea had to accept its tributary status, and, still more onerous, its survival depended on staying in the Chings good graces.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Cultural accommodation to Manchu ways was never an option. There was an overwhelming sense that Korea was the last bastion of Confucian civilization and that it should fulfill this mission in the best way possible. In discussing the evolution of French identity, Liah Greenfeld points out a delicate relationship between Frances commitment to the Christian Church and its gradual and imperceptible separation from it in the thirteenth century. She claims that the French desire for superiority and autonomy was articulated in the fourteenth century in the assertion that the French were more Catholic than the Pope.⁹⁰
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	If the Korean sense of appropriating what is universal as their own seems rather similar to the French nationalization of Catholicism, the Korean sense of mission was far stronger in that they felt they were the only, rather than the most superior, embodiment of the structure of value. The French did not deny the legitimacy of the Vatican, but the Koreans saw the Manchus as illegitimate. Thus, it was not a matter of competition, but one of preservation. This sense of a Korean mission seems to have lasted almost to the close of the dynasty. Thus, in the eighteenth century King Yongjo (r. 1724-76) announced that the Central Plains [China] exude the stenches of barbarians and our Green Hills [Korea] are alone.⁹¹ Indeed, Koreans never really discarded their anti-Manchu stance. Throughout the latter half of the Choson dynasty, they took pride in the fact that, unlike the Chinese, who had been made to adopt the Manchu hairstyle, headdress, and official dress, they had remained truthful to civilized habits by perpetuating the Ming hairstyle and Ming dress.⁹² These habits, which were seen as the embodiment of civilized behavior, encoded the essence of the civilization they sought to preserve and justified and made urgent their role as the people preserving these norms.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	This conscious sense of identity, as a unique people preserving civilized norms, was directly linked to the second component of their construction of an identity -- the source of authority for Korean civilization. Ming China had been the leader of Confucian civilization; its disappearance deprived Korea not only of the agent that had validated its membership in the civilized world but also of the structures by which its civilization was valorized. Consequently, Koreans had to construct new structures of authority; this in turn required them to examine the spiritual sources of authority and the corresponding agencies of evaluation. That ritual discourse became the site on which different views on these matters clashed is not surprising. In the cultural matrix of the time, ritual was seen as the manifestation of order as well as a means through which order was preserved and restored.⁹³ Why did these issues come to the fore at this particular historical moment? Why did they appear so compelling at the time of Hyojongs death in 1659 twenty-two years after King Injo had surrendered to Ching Tai-tsung and fifteen years after the Ming dynasty had ended?
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Hyojong and the Dream of a Northern ExpeditionKing Hyojong reigned at a special time in Korean history. He was the first Choson king to come to the throne after the change of dynasties in China in 1644, and he embodied Koreas postwar determination for revenge and longing for the restoration of the old world order. True, his father, King Injo, had performed personal obeisance to Ching Tai-tsung. This humiliating act was the final episode in the long and slow disintegration of the old order of which he had been a part. Hyojong, on the other hand, had no formal connection with the old order. He was the first Choson king since Chongjong (r. 1399-1400), the second ruler, who had not received investiture from the Ming court. He was also the only Choson ruler who spent time as a hostage in a foreign land. In fact, he seems to have felt that the humiliations he had suffered in his eight years of captivity were inscribed on his body, and he expressed a burning desire to retaliate and inflict physical damage on the Ching dynasty. Hyojong is remembered for beginning a serious reorganization of the military.⁹⁴ He wanted to restructure and strengthen the Korean army sufficiently so that if the situation proved favorable, Korea might attack the Ching.⁹⁵
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	To what extent Hyojongs *pukpõl* (northern expedition) policy was a realistic plan or an ideological posture is difficult to determine. However unrealistic the policy sounds in historical hindsight, Ming loyalists were still active in the south and the west.⁹⁶ The Korean court watched their movements intently for any sign of meaningful recovery. The Ming loyalist movements, however, offered scant encouragement. They were driven further and further into peripheral regions,⁹⁷ as Hyojong learned to his distress.⁹⁸ Moreover, he had to pursue the northern expedition policy with extreme caution. The Manchus were aware of Korean hostility and interfered with internal politics in a high-handed manner. Early in Hyojongs reign, for instance, the Ching court heard of Korean military preparations through a pro-Ching Korean official and forced prime ministers to resign on two occasions.⁹⁹ The official community thus responded fearfully to the kings aspirations for a northern expedition.¹⁰⁰ Still, the intellectual community displayed a nearly uniform commitment to the Choson state, and this seems to have helped safeguard it against the dangers posed by opportunists attempting to ride on Ching coattails. Nothing seems to have dimmed Hyojongs determination. Outwardly he labored to appease the Ching, but he also redoubled his efforts to prepare for attack in the later years of his reign; as noted above, in his famous solitary audience with Song Siyol he is said to have expressed confidence that he would be able to launch the northern expedition and to conquer the Manchus in ten years.¹⁰¹
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Hyojongs death, however, signaled the end of the brief period in which Koreans dreamed of a northern expedition and the destruction of the Ching dynasty. It was not that Hyojongs military preparations went completely to waste. The military reorganization that he initiated continued. In a world that was seen as hostile and dangerous, military strength remained a compelling issue, even though it was not successfully resolved.¹⁰² Nor did Koreans publicly accept the termination of their dream of the northern expedition. Indeed, as Hosaeng chon (The biography of Mr. Ho) by the famous eighteenth-century scholar of practical learning Pak Chiwon (1737-1805) illustrates, their inability to conquer the Ching remained a source of profound humiliation and self-reproach. Koreas aspiration to restore the old world order militarily, however, ended with Hyojongs demise. It was time to mourn its passing and to confront the meaning of the changed order and Koreas role in it. It seems poignant but fitting that it was Hyojongs body, the symbol of the ruined dream, that emerged as the site on which the contestation over the new Korean identity raged. And it was as an abstracted body representing the Yi monarchy that it came under scrutiny.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	The Ritual Controversy and the Korean Intellectual CommunityOne distinguishing feature of the ritual controversy is that the major proponents of the controversy were ranking *sallim* scholars. The mourning protocol was, of course, implemented by the concerned government agency, but *sallim* scholars set the agenda of the discourse. As mentioned above, Song Siyol and Song Chungil of the Sõin faction were *sallim* scholars of great renown. Their Namin counterparts, Ho Mok¹⁰³ and Yun Hyu, were also *sallim* scholars with resounding reputations for independence and scholarship. In fact, Yun Hyu had yet to accept an official post.¹⁰⁴ *Sallim* scholars often played a significant role as mediators between the government and the larger intellectual community. Their role in the ritual controversy is a representative example.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	It is not that politically influential private scholars were new to the Korean intellectual scene. For Confucian scholars, at least in Korea and China, a life devoted to the pursuit of scholarship was a viable alternative to public service. Many had difficulty choosing between the two. Both Chu Hsi of Sung China and Yi Toegye (Yi Hwang, 1501-70), the seminal scholar of sixteenth-century Korea, were noted for their ambivalence on this issue.¹⁰⁵ In some periods and regions, those who opted for a private life had greater moral prestige than officeholders.¹⁰⁶
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	In Korea, when social or political upheavals such as the military coup of the twelfth century or the change of dynasty in the fourteenth century rendered public service inhospitable, scholars often sought refuge in private scholarship. With the proliferation of private academies in the late sixteenth century, however, private scholars emerged as influential members of the intellectual community and as a group constituted a bloc parallel to the scholar-official community. Toward the end of the sixteenth century, the government institutionalized the status of these scholars by devising procedures to invite these scholars to serve in a fixed number of government posts. *Sallim* scholars became an accepted feature of government for the remainder of the dynasty.¹⁰⁷ Thus, the term *sallim* scholars came to refer to both those who did not hold posts in the government and those who accepted office, although even in the latter case it was assumed that their tenure in office would be temporary. Placed in a different category from career officials, the *sallim* scholar-officials were given special treatment; this was due in part to a recognition of the resolution required to forgo power and remain a private person. In any event, only a small proportion of the *sallim* scholars received office and then usually only for a brief time.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Sometimes, however, refraining from government service was not just a matter of individual choice but a test of moral integrity. During the seventeenth century, because the Korean court was viewed as having been tarnished by its capitulation to the Manchus, accepting a government post implied moral compromise, and so the prestige of the *sallim* scholars increased sharply.¹⁰⁸ All four major figures in the ritual controversy had shied away from government service and responded to royal invitations only intermittently, claiming that it was dishonorable to take office in a time of such shame and that they wished to devote their time to scholarship and the renewal of order. Their passionate participation in the ritual controversy indicates that they felt the issues under discussion were matters not just of bureaucratic procedure but of cultural and political significance. That perception was shared by the entire political and scholarly community, which extended from the court to the provinces and participated in the discourse. The positions of these four scholars on the ritual controversy represented articulate and distinctive points in a wide spectrum of views held by this community.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Korea and the Construction of the New EpistemeDespite the pervasive sense that Korea had to construct a new episteme with which to view the world and the self, there was a deep cleavage over how this should be done. The fundamental divide among these scholars arose from their different conceptions of national self and of the boundaries between self and other. Those who conceived of the self as an integrated whole consisting of inseparable parts related to the other in the totality of its existence, whereas those who saw the self as a sum of separable parts could relate to a part of the other. These ideas had direct corollaries concerning conceptions of civilization and the state and the relationship between them, especially as these applied to the Korean monarchy. From the beginning, the most profound disagreement between Song Siyol and Song Chungil on the one hand and Yun Hyu and Ho Mok on the other concerned the Korean sense of identity and its relation to the other. The two Songs felt that a “national entity could be conceived of in terms of its separate parts, specifically separate cultural and political entities, and that as a cultural entity Korea was inextricably linked to a civilization that was defunct in its place of origin, and that Korea was even, perhaps, the sole remaining embodiment of that civilization. In other words, they could not conceive of Korea independently of the larger civilization.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Song Siyols point of departure in considering human civilization was that Chu Hsis version of Neo-Confucianism was the pinnacle of human achievement. In Choson Korea, where Neo-Confucian scholarship developed largely in the shadow of Chu Hsi, admiration for the Sung philosopher was nothing new.¹⁰⁹ Sixteenth-century Korean scholars, however, allowed themselves enough space to conduct their own search for truth. Yi Yulgok (Yi I, 1536-84), one of the foremost philosophers of that time, openly disagreed with a certain point in Chu.¹¹⁰ This voice of an independent-minded scholar willing to differ from a towering figure revered by all underscores the confidence of the age in its mastery of the culture of which Chu was the central figure.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Not so with Song Siyol. By his time, the very structure that had provided the security and freedom which made disagreement with its central figure a possibility was in disarray. In despair, he struck a fundamentally defensive posture. He attempted to reify Chu Hsis philosophy into an unchanging, everlasting system of values. Moreover, Song believed not only that an entity could be conceived in terms of separate cultural and political parts, but also that the cultural sphere was superior to the political and indeed that the *raison dêtre* of the political sphere was to embody the cultural precepts of its civilization. Thus, he valued the Ming state highly because he viewed it as embodying Confucian civilization. It was, in fact, its last complete manifestation. With the disappearance of the Ming, Korea was left incomplete and orphaned.¹¹¹ In order to remain culturally viable, Korea had to adhere faithfully to what Ming China had represented.¹¹² To Song, the Ming state and Chu Hsis philosophy represented the institutional and philosophical cornerstones upon which Korea should be valorized.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	Songs veneration for Chu Hsi went beyond the commonly held view of Chu as the great synthesizer of the doctrines of the Nature and Principle School (Sõngnihak) of Neo-Confucianism. To Song, Chu Hsi represented the culmination of truth in whom the way of Yao and Shun, Confucius and Mencius, is present.¹¹³ He seems to have believed that any deviation from Chu Hsi would constitute a blemish and checked all new ideas against those of Chu Hsi.¹¹⁴ He emulated and identified with Chu Hsi not only in scholarly matters but also in his personal life.¹¹⁵ Likewise, he saw any deviation from Ming practice as a departure from the cultural norm. In this sense, Song saw the Korean mission as one of perpetuating Chu Hsis scholarship and embodying Ming cultural norms.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	On the other hand, Yun and Hõ regarded Korea as a discrete body whose various parts could not be conceived separately. As such, it had its own autonomous and separate existence apart from its previous membership in the fallen civilization. Yun Hyu and Hõ Mok searched for a definition of civilization that would allow Korea a distinct and autonomous identity. Rather than remain confined by Sung Neo-Confucian interpretations, they sought inspiration directly from the ideal ages of antiquity, from the era of the sage kings to the Chou period.¹¹⁶ This allowed them flexibility in considering the Korean case. One idea was that since Korea was directly linked to the wellsprings of civilization, it had no need to be validated by Chu Hsi or Ming civilization. Another was that they could construct a conceptual framework to evaluate specific qualities of the civilizations of the successive historical states. They concluded that later Chinese states, from the Han to the Ming dynasties, fell far short of the ideals of antiquity.¹¹⁷ This was undertaken not so much to establish the distinct qualities of each historical state as to underscore the notion that civilization was constantly evolving and changing and that none of the historical states should be taken as an inviolate model.
Jahyun Kim Haboush	Constructing the Center - The Ritual Controversy and the Search for a New Identity in 17th Century Korea 	A corollary to this view was the relegation of Chu Hsi to a position of being but one of many scholars. Yun and Hõ paid homage to Chu Hsi as a great scholar, but they did not subscribe to the view that he was the supreme authority for validating later thought. In this matter, Yun was again more vocal. Ho was content to express a preference for the Six Classics (Yukkyong) over the Four Books by saying that the high level of writing that Confucius had reached has not truly been understood or equaled in later ages.¹¹⁸ Although it was expressed indirectly, this was a comparison unfavorable to Chu Hsi.
